Comprimento,Altura,Peso
89.64378286590431,44.226691704214915,20.390769422452372
69.26682514276607,43.05887784211526,15.026365248198292
70.52171822367755,28.295194938821197,12.31996821726723
88.27612411680079,49.448005510955426,15.809472915276617
91.23591879924038,72.29875236635831,12.843536261778205
108.7521805093229,60.38459751962045,21.8383374696977
114.39658352109927,66.67981543236199,28.169947465499007
105.01524370611958,44.41524690898257,11.810270542729034
111.37242147693303,44.57751165767242,13.454354059659359
91.22872415274782,51.86772113573763,17.058078660252605
116.22672811601414,18.564519722225803,15.953865328188915
123.2286190913856,35.67351323313266,12.79971386694459
91.68218263921969,72.87234032701429,14.753974613935721
97.74680468790933,32.47600764991254,17.326338412347326
101.99183460915408,49.53507519833443,11.97737746171457
112.95979795791676,52.34943223244073,24.56274274149041
89.0242687105042,68.72591105437931,21.694081424467825
105.92824053757458,54.769415132306975,22.38993240833648
81.88687379083318,27.70048565689354,11.21953213874882
106.64974778243803,39.53933530827542,22.34502699758908
109.38156853507424,48.720170003632035,14.020231922705257
125.27928183028382,34.891813561552596,24.640719085320562
103.64899593545557,29.276770673410653,18.173961969271513
113.24413144343016,39.79770345459509,25.337375592640193
105.00753460682769,22.47193711983702,3.80468397963946
83.95223877673257,40.44546568168127,15.284275156718643
93.65270493053339,73.0529031357255,19.97030937285474
96.44941416716391,21.493354764794812,12.824546886959375
114.6632717040113,53.289488429569076,24.120837766304426
92.11312456811673,50.54680554986271,20.646824240152583
100.48926343739627,29.841935369278286,13.179645244627402
105.98972716812403,51.49169491201864,12.504707466001936
94.71809119295101,39.285068219909,17.17222427282515
101.50758520356824,65.71310220792769,18.661586857023252
105.00079992147998,56.887866464928464,19.037223989946256
96.27614832985321,14.994257732473056,15.241183785965292
95.21654090043245,45.3290415558338,9.079930972525526
100.01803201208995,41.913858560121916,29.05042492431017
104.52556284668884,40.15521525761438,17.66183211194653
125.65276406712395,30.270089081079607,21.36031213177121
81.8209027124289,54.296889865124925,24.555674953309854
128.62483748653526,38.383193699612285,29.06149357127819
118.34518431705015,55.20003984169842,20.8168414291981
106.40853055524487,68.24249742708496,21.48096165472721
122.43613061846065,40.65889673989868,14.709368104030336
67.48956463794687,51.09478996916311,15.445582435200462
80.94205341396561,59.565413035745735,19.724542053170605
70.27919758990883,63.66284569067099,19.378567023299485
96.96505052808166,32.38392069821336,10.815427021627393
127.35602657210632,40.0799654535857,20.504693346210004
96.0014503143312,38.52088074270106,14.018836579051895
96.24973908909342,39.37707972536797,13.974630317895677
64.34205614833488,32.137574289064354,9.093969492600056
84.50362893644164,55.973957620879624,22.083358240584687
74.8392889089087,52.13449994592998,21.885459033293873
93.19672402700043,29.71279042134031,24.650761478056612
103.37075753644247,56.26490280453187,15.532726849075821
115.93858935217467,47.36846752621379,20.881082254409307
96.40715640543351,31.018368783041,16.354447048684456
69.80042135294866,42.17825159971413,28.496425951434965
85.876540670017,55.30312282210198,13.570501576801714
89.71284256484141,45.48647959709687,20.843865273501564
90.6538600934557,44.110667783181164,13.586674075311493
128.83781184582412,54.597122324527035,24.827600290545362
92.8295412209627,61.58483915701495,20.401603490662765
90.2676036888971,55.77023320691015,19.49312926121621
96.11458620754745,60.43961475592152,21.30731756647297
91.07994053060807,25.87731279723202,20.22177431917987
125.06983203523664,61.58926016884226,23.848899506802386
89.968301942621,32.91019015962962,33.79549604860061
91.0264893628827,25.12748810742471,19.67485622614368
86.13380470996286,46.31281872024115,20.936475322723027
114.93374515708892,50.017901671401376,17.339585317750906
104.20073396273546,10.710500156644763,5.851402922849511
82.77352293649243,65.91685175410652,17.357593237526462
78.79956594912478,40.394804921836446,11.408809626770655
115.9682306831543,36.507001173811474,14.720371333514846
95.97641476084279,43.028572808482956,14.666994132893018
59.404497219993125,29.395355553330912,4.668401311520952
94.54630560917695,52.731765483584454,22.594931440258236
115.34611133263103,47.76759696612041,21.643421289875874
80.12254639748636,59.25357050292892,17.06520351059547
107.46445805609952,54.08917209903413,27.689223564002077
88.80688983206467,60.85614075949907,23.496162358348464
60.623182071580324,23.339888232416296,6.359897653183971
112.7260948481975,27.180476822769425,13.560817235199245
93.21309074260665,31.78460683076588,11.9485059467704
93.97920840497852,92.34314125713881,18.523581219333796
101.71144530742137,62.23700315494152,27.682713830069915
127.36080900113367,54.628433620472165,21.419188787613184
67.7531346712729,60.23573649604512,23.32129864799451
97.41243777030297,58.15439952380542,21.597822261096855
94.64357858063349,52.19612520144069,18.951875115864222
107.74188211032474,43.1272579199205,21.385617418362493
65.07944438778893,56.39337879302473,27.167887855179494
138.2735229962067,51.697905101412914,23.815091715753066
93.03722752448108,52.428598285523975,17.611186048495277
108.21135158357136,53.67820056162092,23.48782248246352
91.07396682450349,52.66027808306666,22.600395975178714
95.60400447420076,30.81805219555713,19.110707750828748
114.98002930311989,54.29605357961562,23.484788823038215
87.79600154843064,42.441235366854826,17.646524383450657
73.11161404341534,48.63148258125909,19.473205093951858
103.22585467989951,47.22637419576096,23.59582032594672
85.13547429026248,28.925316857938974,21.37981607334706
101.23652182697731,34.07676233886481,15.506787619589257
93.23492024503547,44.90362529259108,18.154187369630698
85.74084987218056,53.17814417883607,27.81595507467806
116.88080054530813,64.21775145848665,26.621614345845867
85.54736251844012,32.1601835759992,18.673039749233148
98.15478925089711,57.18327978033516,19.758709876736354
